identifiant_a,libelle_du_site,caracteristique_du_site,site_acores_de_rattachement,adresse,complement_d_adresse,lieu_dit,code_postal,localite,code_insee,pays,latitude,longitude,numero_de_telephone
00214A,BEAUREVOIR BP,Bureau de Poste,,2 RUE DE LA POSTE,,,02110,BEAUREVOIR,02057,FRANCE,49.997594,3.307566,3631
00215A,BEAURIEUX BP,Bureau de Poste,,2 RUE DU CLOITRE,,,02160,BEAURIEUX,02058,FRANCE,49.393468,3.737492,3631
00216A,BEAUTOR BP,Bureau de Poste,,15 RUE DE TERGNIER,,,02800,BEAUTOR,02059,FRANCE,49.659293,3.345595,3631
00218A,BELLEU BP,Bureau de Poste,,3 RUE DU VAL,,,02200,BELLEU,02064,FRANCE,49.358425,3.338417,3631
00219A,BELLICOURT BP,Bureau de Poste,,4 RUE MORLET,,,02420,BELLICOURT,02065,FRANCE,49.962079,3.233413,3631
00221A,BERRY AU BAC RP,Relais poste,00292A,14 AVENUE DU GENERAL DE GAULLE,LE NATIONAL,,02190,BERRY AU BAC,02073,FRANCE,49.401897,3.900065,3631
00222A,BLERANCOURT BP,Bureau de Poste,,3 RUE ANNE MORGAN,,,02300,BLERANCOURT,02093,FRANCE,49.517295,3.151516,3631
00223A,BOHAIN EN VERMANDOIS,Bureau de Poste,,4 RUE FAGARD,,,02110,BOHAIN EN VERMANDOIS,02095,FRANCE,49.98706,3.454553,3631
00224A,BOUE BP,Bureau de Poste,,9 RUE DES MARCHANDS,,,02450,BOUE,02103,FRANCE,50.012806,3.700113,3631
00225A,BOURG ET COMIN BP,Bureau de Poste,,6 RUE DE VAILLY,,,02160,BOURG ET COMIN,02106,FRANCE,49.397106,3.654846,3631
00226A,LA BOUTEILLE AP,Agence postale communale,00286A,1 RUE DE VERVINS,,,02140,LA BOUTEILLE,02109,FRANCE,49.859365,3.974349,3631
00227A,BRAINE BP,Bureau de Poste,,38 RUE DU MARTROY,,,02220,BRAINE,02110,FRANCE,49.341329,3.53292,3631
00228A,BRANCOURT LE GRAND AP,Agence postale communale,00223A,1 RUE DU 11 NOVEMBRE 1918,,,02110,BRANCOURT LE GRAND,02112,FRANCE,49.976472301,3.3837867288,3631
00229A,BRUNEHAMEL BP,Bureau de Poste,,4 PLACE DE MAI 1940,,,02360,BRUNEHAMEL,02126,FRANCE,49.7702,4.180773,3631
00230A,BRUYERES ET MONTBERAULT BP,Bureau de Poste,,9001 PLACE DU GENERAL DE GAULLE,,,02860,BRUYERES ET MONTBERAULT,02128,FRANCE,49.524299,3.664789,3631
00231A,BUCY LE LONG BP,Bureau de Poste,,23 RUE DU GENERAL DE GAULLE,,,02880,BUCY LE LONG,02131,FRANCE,49.390002,3.396342,3631
00232A,BUCY LES PIERREPONT AP,Agence postale communale,00292A,4 RUE DU CALVAIRE,,,02350,BUCY LES PIERREPONT,02133,FRANCE,49.645889,3.900805,3631
00234A,LA CAPELLE BP,Bureau de Poste,,69 RUE DU GENERAL DE GAULLE,,,02260,LA CAPELLE,02141,FRANCE,49.975193,3.916453,3631
00235A,LE CATELET AP,Agence postale communale,00223A,48 BIS RUE DU GENERAL AUGEREAU,AGENCE POSTALE COMMUNALE DE LE CATELET,,02420,LE CATELET,02143,FRANCE,50.002763,3.246182,3631
00236A,CHARLY BP,Bureau de Poste,,128 RUE EMILE MORLOT,,,02310,CHARLY SUR MARNE,02163,FRANCE,48.976795,3.2817,3631
00237A,CHARMES BP,Bureau de Poste,,10 RUE ARISTIDE BRIAND,,,02800,CHARMES,02165,FRANCE,49.653673,3.378201,3631
00238A,CHATEAU THIERRY,Bureau de Poste,,1 AVENUE JULES LEFEBVRE,,,02400,CHATEAU THIERRY,02168,FRANCE,49.043894,3.399058,3631
00239A,CHAUNY,Bureau de Poste,,28 BOULEVARD GAMBETTA,,,02300,CHAUNY,02173,FRANCE,49.614329,3.220699,3631
00240A,CHAVIGNON AP,Agence postale communale,00292A,2 RUE JULES BOUTEILLE,,,02000,CHAVIGNON,02174,FRANCE,49.479599,3.52057,3631
00241A,CHEZY SUR MARNE AP,Agence postale communale,00238A,PLACE DU LIEUTENANT LEHOUCQ,,,02570,CHEZY SUR MARNE,02186,FRANCE,48.988924,3.365796,3631
00242A,CIRY SALSOGNE AP,Agence postale communale,00353A,5 A RUE DU PRESBYTERE,,,02220,CIRY SALSOGNE,02195,FRANCE,49.363899,3.463001,3631
00243A,CLAIRFONTAINE AP,Agence postale communale,00282A,17  RUE DU PETIT VERSAILLES,,,02260,CLAIRFONTAINE,02197,FRANCE,49.982412,3.990205,3631
00245A,COINCY BP,Bureau de Poste,,14 GRANDE RUE,,,02210,COINCY,02203,FRANCE,49.161804,3.42115,3631
00246A,CONDE EN BRIE BP,Bureau de Poste,,5 PLACE DE L EGLISE,,,02330,CONDE EN BRIE,02209,FRANCE,49.004528,3.56078,3631
00247A,CORBENY AP,Agence postale communale,00292A,7 RUE PIERRE CURTIL,,,02820,CORBENY,02215,FRANCE,49.461989,3.822507,3631
00248A,COUCY LE CHATEAU AUFFRIQUE BP,Bureau de Poste,,2 RUE DE LA POSTE,,,02380,COUCY LE CHATEAU AUFFRIQUE,02217,FRANCE,49.52094,3.323881,3631
00249A,COUCY LES EPPES AP,Agence postale communale,00292A,51 RUE DE LA MAIRIE,,,02840,COUCY LES EPPES,02218,FRANCE,49.551717,3.767689,3631
00250A,COULONGES COHAN AP,Agence postale communale,00238A,1 RUE DE LA SABOTTERIE,,,02130,COULONGES COHAN,02220,FRANCE,49.201427,3.636549,3631
00251A,COUVRON ET AUMENCOURTC AP,Agence postale communale,00205A,2 RUE JAMES SMALES,AGENCE POSTALE COMMUNALE,,02270,COUVRON ET AUMENCOURT,02231,FRANCE,49.644495,3.516926,3631
00252A,CRECY SUR SERRE BP,Bureau de Poste,,1 RUE DES TELLIERS,,,02270,CRECY SUR SERRE,02237,FRANCE,49.696009,3.623853,3631
00253A,CREPY BP,Bureau de Poste,,30 RUE MALEZIEUX BRIQUET,,,02870,CREPY,02238,FRANCE,49.604425,3.51419,3631
00253B,NEGREVILLE RP,Relais poste,09316A,ROUTE DE BRICQUEBEC,,,50260,NEGREVILLE,50369,FRANCE,49.490512,-1.54819,3631
00254A,CREZANCY AP,Agence postale communale,00238A,400 RUE DE L EGLISE,,,02650,CREZANCY,02239,FRANCE,49.0474,3.5099,3631
00254B,SURTAINVILLE RP,Relais poste,09316A,20 LE BOURG,LES TROIS CHOUX,,50270,SURTAINVILLE,50585,FRANCE,49.4599,-1.8128,3631
00255A,CROUY BP,Bureau de Poste,,1 PLACE ADRIEN LEMOINE,,,02880,CROUY,02243,FRANCE,49.402855,3.360402,3631
00256A,DERCY AP,Agence postale communale,00292A,4 RUE ANDRE LEDUC,,,02270,DERCY,02261,FRANCE,49.705811,3.685639,3631
00257A,DIZY LE GROS AP,Agence postale communale,00286A,1 RUE DE CLERMONT,,,02340,DIZY LE GROS,02264,FRANCE,49.629644,4.020179,3631
00258A,ESQUEHERIES AP,Agence postale communale,00282A,2  PLACE DE LA MAIRIE,,,02170,ESQUEHERIES,02286,FRANCE,49.983499,3.747435,3631
00259A,ESSIGNY LE GRAND AP,Agence postale communale,00277A,PLACE DE LA MAIRIE,,,02690,ESSIGNY LE GRAND,02287,FRANCE,49.775908,3.276629,3631
00260A,ESSOMES SUR MARNE BP,Bureau de Poste,,4 AVENUE DU GENERAL DE GAULLE,,,02400,ESSOMES SUR MARNE,02290,FRANCE,49.029699,3.37504,3631
00261A,ESTREES AP,Agence postale communale,00223A,46 RUE DE LA CHAUSSEE BRUNEHAUT,,,02420,ESTREES,02291,FRANCE,49.968136,3.284828,3631
00262A,ETAMPES SUR MARNE AP,Agence postale communale,00238A,PLACE DE LA MAIRIE,,,02400,ETAMPES SUR MARNE,02292,FRANCE,49.034368,3.419009,3631
00263A,ETREAUPONT BP,Bureau de Poste,,11 RUE DE LA LIBERATION,,,02580,ETREAUPONT,02295,FRANCE,49.902327,3.916743,3631
00264A,ETREILLERS BP,Bureau de Poste,,36 AVENUE DU GENERAL DE GAULLE,,,02590,ETREILLERS,02296,FRANCE,49.829156,3.162134,3631
00265A,ETREUX BP,Bureau de Poste,,249 RUE DE L ECLAIREUR DE NICE,,,02510,ETREUX,02298,FRANCE,49.993264,3.655687,3631
00266A,TERGNIER FARGNIERS BP,Bureau de Poste,,1 PLACE CARNEGIE,,,02700,TERGNIER,02738,FRANCE,49.6588,3.314829,3631
00267A,LA FERE BP,Bureau de Poste,,36 PLACE PAUL DOUMER,,,02800,LA FERE,02304,FRANCE,49.662694,3.365116,3631
00268A,FERE EN TARDENOIS BP,Bureau de Poste,,9 PLACE ARISTIDE BRIAND,,,02130,FERE EN TARDENOIS,02305,FRANCE,49.202885,3.514661,3631
00269A,LA FERTE CHEVRESIS AP,Agence postale communale,00292A,1 RUE DU CHATEAU,,,02270,LA FERTE CHEVRESIS,02306,FRANCE,49.736351,3.558353,3631
00270A,LA FERTE MILON BP,Bureau de Poste,,34 RUE DE LA CHAUSSEE,,,02460,LA FERTE MILON,02307,FRANCE,49.178397,3.125119,3631
00271A,FESMY LE SART AP,Agence postale communale,00282A,3 PLACE DE L EGLISE,,,02450,FESMY LE SART,02308,FRANCE,50.041389272596,3.6774655330858,3631
00272A,FLAVY LE MARTEL BP,Bureau de Poste,,16 RUE ROOSEVELT,,,02520,FLAVY LE MARTEL,02315,FRANCE,49.714384,3.19267,3631
00273A,FOLEMBRAY BP,Bureau de Poste,,2 RUE LOUIS LAVERE,,,02670,FOLEMBRAY,02318,FRANCE,49.544396,3.290113,3631
00274A,FRESNOY LE GRAND BP,Bureau de Poste,,3 PLACE DU GENERAL DE GAULLE,,,02230,FRESNOY LE GRAND,02334,FRANCE,49.94665,3.41448,3631
00276A,GANDELU AP,Agence postale communale,00372A,5  RUE DU JEU D ARC,,,02810,GANDELU,02339,FRANCE,49.094137,3.188103,3631
00277A,GAUCHY,Bureau de Poste,,9001 PLACE JACQUES DUCLOS,,,02430,GAUCHY,02340,FRANCE,49.829898,3.281029,3631
00278A,GIZY AP,Agence postale communale,00292A,PLACE FRANCOIS MITTERRAND,,,02350,GIZY,02346,FRANCE,49.599493,3.772677,3631
00279A,GROUGIS AP,Agence postale communale,00282A,PLACE DE LA MAIRIE,,,02110,GROUGIS,02358,FRANCE,49.944289,3.534518,3631
00280A,GRUGIES AP,Agence postale communale,00277A,64 RUE DE PICARDIE,,,02680,GRUGIES,02359,FRANCE,49.813,3.2645,3631
00281A,VILLENEUVE SUR AISNE BP,Bureau de Poste,,3 AVENUE DU GENERAL DE GAULLE,,GUIGNICOURT,02190,VILLENEUVE SUR AISNE,02360,FRANCE,49.434498,3.964872,3631
00282A,GUISE,Bureau de Poste,,35 PLACE D ARMES,,,02120,GUISE,02361,FRANCE,49.899871,3.627264,3631
00283A,HARGICOURT AP,Agence postale communale,00223A,RUE CARON,,,02420,HARGICOURT,02370,FRANCE,49.96189,3.181969,3631
00284A,HARTENNES ET TAUX AP,Agence postale intercommunale,00238A,38 GRANDE RUE,,,02210,HARTENNES ET TAUX,02372,FRANCE,49.270297,3.353164,3631
00285A,LEHAUCOURT AP,Agence postale communale,00223A,17 RUE JEAN JAURES,,,02420,LEHAUCOURT,02374,FRANCE,49.917741,3.277685,3631
00286A,HIRSON,Bureau de Poste,,20 RUE PASTEUR,,,02500,HIRSON,02381,FRANCE,49.924996,4.079597,3631
00287A,HOLNON BP,Bureau de Poste,,11 PLACE DE VOUVRAY,,,02760,HOLNON,02382,FRANCE,49.8605,3.21398,3631
00288A,HOMBLIERES LE COMPTOIR DU LUX RP,Relais poste,00346A,2 RUE ADRIEN LANGLET,RELAIS POSTE COMMERCANT DE HOMBLIERES,,02720,HOMBLIERES,02383,FRANCE,49.8488,3.364105,3631
00289A,JAULGONNE BP,Bureau de Poste,,17 RUE DES FORGES,,,02850,JAULGONNE,02389,FRANCE,49.088294,3.535333,3631
00290A,JUSSY AP,Agence postale communale,00277A,9 PLACE DE LA MAIRIE,AGENCE POSTALE COMMUNALE,,02480,JUSSY,02397,FRANCE,49.723647,3.233248,3631
00291A,LANDOUZY LA VILLE AP,Agence postale communale,00286A,5 LA PLACE,MAIRIE,,02140,LANDOUZY LA VILLE,02405,FRANCE,49.861959835706,4.048779529804,3631
00292A,LAON R P,Bureau de Poste,,9004 PLACE DES DROITS DE L HOMME,,,02000,LAON,02408,FRANCE,49.569895,3.624303,3631
00293A,LEME AP,Agence postale communale,00282A,1 RUE DE LA NATION,,,02140,LEME,02416,FRANCE,49.837529,3.764016,3631
00296A,LEVERGIES AP,Agence postale communale,00223A,23 RUE MARIE TROCME,,,02420,LEVERGIES,02426,FRANCE,49.926792,3.312999,3631
00297A,LIESSE NOTRE DAME BP,Bureau de Poste,,12 RUE DU GENERAL DE GAULLE,,,02350,LIESSE NOTRE DAME,02430,FRANCE,49.610482,3.803024,3631
00298A,LA MALMAISON AP,Agence postale communale,00292A,1 RUE D EN HAUT,,,02190,LA MALMAISON,02454,FRANCE,49.515385,3.9801,3631
00299A,MARLE BP,Bureau de Poste,,9 RUE LALOUETTE,,,02250,MARLE,02468,FRANCE,49.739964,3.770456,3631
00300A,MARLY GOMONT BP,Bureau de Poste,,27 RUE DE LA POTERIE,,,02120,MARLY GOMONT,02469,FRANCE,49.904974,3.787922,3631
00302A,MENNEVRET AP,Agence postale communale,00282A,3 BIS PLACE DU GENERAL DE GAULLE,,,02630,MENNEVRET,02476,FRANCE,49.983782332,3.5552883791,3631
00303A,MERCIN ET VAUX APC AP,Agence postale communale,00353A,3 PLACE DES ECOLES,,,02200,MERCIN ET VAUX,02477,FRANCE,49.375496,3.277138,3631
00304A,MEZIERES SUR OISE AP,Agence postale communale,00346A,11 RUE DE L EGLISE,,,02240,MEZIERES SUR OISE,02483,FRANCE,49.782412,3.400364,3631
00305A,MONCEAULE NEUF AP,Agence postale communale,00292A,39  RUE DE VERDUN,,,02270,MONCEAU LE NEUF ET FAUCOUZY,02491,FRANCE,49.768944,3.615763,3631
00306A,MONDREPUIS AP,Agence postale communale,00286A,13 AVENUE DE VERDUN,,,02500,MONDREPUIS,02495,FRANCE,49.964737,4.054027,3631
00307A,MONS EN LAONNOIS AP,Agence postale communale,00292A,1 PLACE D AIX EN PROVENCE,,,02000,MONS EN LAONNOIS,02497,FRANCE,49.538273,3.553565,3631
00309A,MONTBREHAIN AP,Agence postale communale,00223A,8 RUE DE PREMONT,,,02110,MONTBREHAIN,02500,FRANCE,49.966588,3.34784,3631
00310A,MONTCORNET BP,Bureau de Poste,,13 RUE ARISTIDE BRIAND,,,02340,MONTCORNET,02502,FRANCE,49.696474,4.018356,3631
00312A,MONTIGNY EN ARROUAISE AP,Agence postale communale,00282A,8 GRANDE RUE,,,02110,MONTIGNY EN ARROUAISE,02511,FRANCE,49.907445654,3.4792367841,3631
00313A,MONT NOTRE DAME AP,Agence postale communale,00353A,23 RUE DE LA CHESNEE,,,02220,MONT NOTRE DAME,02520,FRANCE,49.292206,3.579981,3631
00314A,MONTREUIL AUX LIONS AP,Agence postale communale,00238A,55 AVENUE DE PARIS,,,02310,MONTREUIL AUX LIONS,02521,FRANCE,49.02165,3.194753,3631
00315A,MORSAIN AP,Agence postale communale,00372A,13 RUE SAINT MARTIN,,,02290,MORSAIN,02527,FRANCE,49.453425,3.180623,3631
00317A,NAUROY AP,Agence postale communale,00223A,1 PLACE DU 8 MAI 1945,,,02420,NAUROY,02539,FRANCE,49.953578699,3.2528624577,3631
00318A,NEUFCHATEL SUR AISNE AP,Agence postale communale,00292A,1 PLACE DE L EGLISE,,,02190,NEUFCHATEL SUR AISNE,02541,FRANCE,49.431941,4.034194,3631
00319A,NEUILLY ST FRONT BP,Bureau de Poste,,7 RUE DU CHATEAU,,,02470,NEUILLY ST FRONT,02543,FRANCE,49.17094,3.26066,3631
00320A,NEUVE MAISON AP,Agence postale communale,00286A,24 QUATER RUE DE VERDUN,,,02500,NEUVE MAISON,02544,FRANCE,49.930109,4.033002,3631
00321A,NOGENT L ARTAUD BP,Bureau de Poste,,34 RUE ERNEST VALLEE,,,02310,NOGENT L ARTAUD,02555,FRANCE,48.964938,3.318732,3631
00322A,LE NOUVION EN THIERACHE BP,Bureau de Poste,,1 RUE JEAN VIMONT VICARY,,,02170,LE NOUVION EN THIERACHE,02558,FRANCE,50.016683,3.783931,3631
00323A,NOUVION ET CATILLON AP,Agence postale communale,00292A,3 RUE DE LA POSTE,,,02270,NOUVION ET CATILLON,02559,FRANCE,49.702865,3.481526,3631
00324A,OISY AP,Agence postale communale,00282A,3 RUE DU MIDI,,,02450,OISY,02569,FRANCE,50.022085,3.66976,3631
00325A,ORIGNY EN THIERACHE BP,Bureau de Poste,,2 RUE DU STADE,,,02550,ORIGNY EN THIERACHE,02574,FRANCE,49.895562,4.018098,3631
00326A,ORIGNY STE BENOITE BP,Bureau de Poste,,48 RUE PASTEUR,,,02390,ORIGNY STE BENOITE,02575,FRANCE,49.839979,3.488447,3631
00327A,OULCHY LE CHATEAU BP,Bureau de Poste,,19 RUE QUINQUET DE MONJOUR,,,02210,OULCHY LE CHATEAU,02580,FRANCE,49.203221,3.366951,3631
00328A,PIERREPONT BP,Bureau de Poste,,8 RUE PORCOT,,,02350,PIERREPONT,02600,FRANCE,49.653635,3.793348,3631
00328B,SAINT PIERRE D OLERON LPR RP,Relais poste,02940A,1 RUE DE CHASSIRON,LE DAUPHIN CADEAUX CARTES POSTALES,,17650,ST DENIS D OLERON,17323,FRANCE,46.0332,-1.3808,3631
00329A,PINON BP,Bureau de Poste,,5 RUE DU 7E BCA,,,02320,PINON,02602,FRANCE,49.489639,3.447316,3631
00329B,SAINT PIERRE D OLERON LPR2 RP,Relais poste,02940A,LE PORT,QUAI AUX VIVRES CADEAUX CARTES,PORT DE ST DENIS,17650,ST DENIS D OLERON,17323,FRANCE,46.0243114,-1.3849057,3631
00330A,PLOMION AP,Agence postale communale,00286A,PLACE ALFRED LANDAIS,,,02140,PLOMION,02608,FRANCE,49.807254441,4.0166942427,3631
00331A,POMMIERS AP,Agence postale communale,00353A,16 RUE JEAN CAUDRON,,,02200,POMMIERS,02610,FRANCE,49.391885338,3.2743104048,3631
00332A,POUILLY SUR SERRE AP,Agence postale communale,00292A,27 GRAND RUE,bourg,,02270,POUILLY SUR SERRE,02617,FRANCE,49.681259,3.590046,3631
00334A,PREMONTRE AP,Agence postale communale,00205A,5 AVENUE DE L HOPITAL,,,02320,PREMONTRE,02619,FRANCE,49.542827,3.411628,3631
00335A,PROISY AP,Agence postale communale,00282A,12 RUE RAYMOND WILLIOT,,,02120,PROISY,02624,FRANCE,49.898166515,3.7411573477,3631
00337A,QUESSY CENTRE AP,Agence postale communale,00239A,PLACE PAUL CAILLE,,,02700,TERGNIER,02738,FRANCE,49.670570425,3.300660876,3631
00338A,RIBEMONT BP,Bureau de Poste,,37 RUE CONDORCET,,,02240,RIBEMONT,02648,FRANCE,49.795046,3.458394,3631
00339A,ROUCY AP,Agence postale communale,00353A,9 PLACE DE L EGLISE,,,02160,ROUCY,02656,FRANCE,49.370343,3.813207,3631
00341A,ROZOY SUR SERRE BP,Bureau de Poste,,140 PLACE DE L EUROPE,,,02360,ROZOY SUR SERRE,02666,FRANCE,49.709595,4.129392,3631
00344A,ST GOBAIN BP,Bureau de Poste,,8 RUE LUCE DE LANCIVAL,,,02410,ST GOBAIN,02680,FRANCE,49.594528,3.378004,3631
00345A,SAINT MICHEL BP,Bureau de Poste,,3 RUE LEON BLUM,,,02830,ST MICHEL,02684,FRANCE,49.917837,4.133997,3631
00346A,SAINT QUENTIN BASILIQUE,Bureau de Poste,,1 RUE DE LYON,,,02100,ST QUENTIN,02691,FRANCE,49.846698,3.290367,3631
00347A,SAINT SIMON AP,Agence postale communale,00277A,PLACE DU GENERAL DE GAULLE,AGENCE POSTALE COMMUNALE,,02640,ST SIMON,02694,FRANCE,49.743341,3.171704,3631
00348A,SEBONCOURT BP,Bureau de Poste,,24 RUE ROBERTINE DUBOIS,,,02110,SEBONCOURT,02703,FRANCE,49.954005,3.476466,3631
00349A,SERAIN AP,Agence postale communale,00223A,14 RUE DE LA LIBERTE,,,02110,SERAIN,02709,FRANCE,50.026455,3.368099,3631
00350A,SERAUCOURT LE GRAND RP,Relais poste,00277A,1 RUE DU VIEUX MOULIN,,,02790,SERAUCOURT LE GRAND,02710,FRANCE,49.779995,3.211608,3631
00351A,SINCENY BP,Bureau de Poste,,7 ALLEE HENRI BARBUSSE,,,02300,SINCENY,02719,FRANCE,49.596026,3.252924,3631
00352A,SISSONNE BP,Bureau de Poste,,7 RUE DU MAL DE LATTRE DE TASSIGNY,,,02150,SISSONNE,02720,FRANCE,49.572694,3.891119,3631
00353A,SOISSONS SAINT MARTIN,Bureau de Poste,,74 RUE SAINT MARTIN,,,02200,SOISSONS,02722,FRANCE,49.380118,3.327984,3631
00355A,TERGNIER BP,Bureau de Poste,,14 AVENUE DU GENERAL DE GAULLE,,,02700,TERGNIER,02738,FRANCE,49.656296,3.292148,3631
00356A,TRELOU SUR MARNE AP,Agence postale communale,00238A,3 RUE VICTOR HUGO,,,02850,TRELOU SUR MARNE,02748,FRANCE,49.075475,3.609534,3631
00357A,TROSLY LOIRE AP,Agence postale communale,00239A,PLACE ADALBERT BRUN,,,02300,TROSLY LOIRE,02750,FRANCE,49.517095,3.226857,3631
00358A,TUPIGNY AP,Agence postale communale,00282A,12 RUE JACQUES FREMONT,,,02120,TUPIGNY,02753,FRANCE,49.956834,3.607824,3631
00359A,URCEL AP,Agence postale communale,00292A,16 RUE DE L EGLISE,,,02000,URCEL,02755,FRANCE,49.493497,3.555618,3631
00360A,VADENCOURT AP,Agence postale communale,00282A,15 RUE NICOLAS GRAIN,,,02120,VADENCOURT,02757,FRANCE,49.928440294,3.5744122479,3631
00361A,VAILLY SUR AISNE BP,Bureau de Poste,,4 PLACE DU GENERAL FELIX,,,02370,VAILLY SUR AISNE,02758,FRANCE,49.410153,3.517976,3631
00362A,VAUX ANDIGNY AP,Agence postale communale,00223A,PLACE DU GENERAL DE GAULLE,,,02110,VAUX ANDIGNY,02769,FRANCE,50.023832,3.514033,3631
00363A,VENDEUIL AP,Agence postale communale,00239A,8 RUE DE L HOTEL DIEU,,,02800,VENDEUIL,02775,FRANCE,49.716077,3.352634,3631
00364A,VENDHUILE AP,Agence postale communale,00223A,PLACE CHARLES DE GAULLE,MAIRIE,,02420,VENDHUILE,02776,FRANCE,50.011349,3.210058,3631
00365A,VENIZEL AP,Agence postale communale,00353A,47 PLACE DE LA MAIRIE,,,02200,VENIZEL,02780,FRANCE,49.367025,3.394863,3631
00366A,VERMAND AP,Agence postale communale,00277A,8 BIS RUE DE LA CHAPELLE,,,02490,VERMAND,02785,FRANCE,49.87809,3.150701,3631
00367A,VERSIGNY APC AP,Agence postale communale,00239A,7 GRANDE RUE,,,02800,VERSIGNY,02788,FRANCE,49.6528,3.4359,3631
00368A,VERVINS BP,Bureau de Poste,,6 PLACE DU PALAIS,,,02140,VERVINS,02789,FRANCE,49.833738,3.909473,3631
00369A,VIC SUR AISNE BP,Bureau de Poste,,6 RUE DU GENERAL MAUNOURY,,,02290,VIC SUR AISNE,02795,FRANCE,49.403975,3.114628,3631
00370A,VIELS MAISONS BP,Bureau de Poste,,7 GRANDE RUE,,,02540,VIELS MAISONS,02798,FRANCE,48.895825,3.396105,3631
00371A,VILLENEUVE SAINT GERMAIN AP,Agence postale communale,00353A,195 RUE DE LA MAIRIE,,,02200,VILLENEUVE ST GERMAIN,02805,FRANCE,49.379921,3.356931,3631
00372A,VILLERS COTTERETS,Bureau de Poste,,1 RUE DE VERDUN,,,02600,VILLERS COTTERETS,02810,FRANCE,49.2543,3.090737,3631
00374A,VOUEL AP,Agence postale communale,00239A,RUE DE GRASSE,,VOUEL,02700,TERGNIER,02738,FRANCE,49.657998,3.278995,3631
00375A,WASSIGNY AP,Agence postale communale,00282A,2 PLACE DU DOCTEUR MARECHAL,,,02630,WASSIGNY,02830,FRANCE,50.013264,3.59925,3631
00376A,WIMY BP,Bureau de Poste,,4 RUE DE LA LIBERATION,,,02500,WIMY,02833,FRANCE,49.933396,4.000418,3631
00377A,SAINT QUENTIN SAINT MARTIN AP,Agence postale communale,00346A,132 RUE DE HAM,,,02100,ST QUENTIN,02691,FRANCE,49.841028,3.271197,3631
00382A,LAON PLATEAU BP,Bureau de Poste,,6 RUE DU BOURG,,,02000,LAON,02408,FRANCE,49.564593,3.620289,3631
00384A,SAINT QUENTIN FAUBOURG D ISLE BP,Bureau de Poste,,9 PLACE STALINGRAD,,,02100,ST QUENTIN,02691,FRANCE,49.839206,3.300552,3631
00385A,HIRSON AP,Agence postale communale,00286A,146 RUE CHARLES DE GAULLE,,,02500,HIRSON,02381,FRANCE,49.916885,4.08598,3631
00386A,LAON CHAMPAGNE BP,Bureau de Poste,,124 RUE PIERRE CURTIL,,,02000,LAON,02408,FRANCE,49.564325,3.642821,3631
00387A,ST QUENTIN EUROPE BP,Bureau de Poste,,46 AVENUE ROBERT SCHUMAN,,,02100,ST QUENTIN,02691,FRANCE,49.860292,3.298442,3631
00388A,SOISSONS PRESLES BP,Bureau de Poste,,2 BOULEVARD DE PRESLES,,,02200,SOISSONS,02722,FRANCE,49.375405,3.308896,3631
00391A,ABREST BP,Bureau de Poste,,AVENUE DE VICHY,,,03200,ABREST,03001,FRANCE,46.098456,3.444776,3631
00392A,AGONGES AP,Agence postale communale,00497A,1 PLACE DE L EGLISE,,,03210,AGONGES,03002,FRANCE,46.605884,3.157781,3631
00393A,AINAY LE CHATEAU BP,Bureau de Poste,,20 RUE DE L HORLOGE,,,03360,AINAY LE CHATEAU,03003,FRANCE,46.711711,2.692487,3631
00395A,ARPHEUILLES SAINT PRIEST AP,Agence postale communale,00431A,LE BOURG,,,03420,ARPHEUILLES SAINT PRIEST,03007,FRANCE,46.224877,2.678076,3631
00396A,MOULINS LES CHARTREUX AP,Agence postale communale,00497A,RUE DE DECIZE,CENTRE COMMERCIAL DES CHARTREUX,,03000,MOULINS,03190,FRANCE,46.580221,3.33303,3631
00397A,AUDES AP,Agence postale communale,00494A,LE BOURG,,,03190,AUDES,03010,FRANCE,46.457792,2.557959,3631
00398A,AVERMES AP,Agence postale communale,00497A,PRE BERCY 1,,,03000,AVERMES,03013,FRANCE,46.576386,3.319807,3631
00399A,BAYET AP,Agence postale communale,00526A,21 RUE DES LUMINAIRES,,,03500,BAYET,03018,FRANCE,46.247741,3.268545,3631
00401A,BELLENAVES BP,Bureau de Poste,,5 RUE DU ROUSSILLON,,,03330,BELLENAVES,03022,FRANCE,46.198896,3.07839,3631
00402A,BELLERIVE SUR ALLIER BP,Bureau de Poste,,15 AVENUE JEAN JAURES,,,03700,BELLERIVE SUR ALLIER,03023,FRANCE,46.117509,3.408792,3631
00403A,BERT RP,Relais poste,00472A,LE BOURG,CHEZ M DILIEN ET MME VLIEGEN,,03130,BERT,03024,FRANCE,46.325011,3.706191,3631
00404A,BESSAY SUR ALLIER AP,Agence postale communale,00497A,1 PLACE THEODORE DE BANVILLE,,,03340,BESSAY SUR ALLIER,03025,FRANCE,46.441139,3.361198,3631
00405A,BESSON AP,Agence postale communale,00497A,23 PLACE DE LA MAIRIE,,,03210,BESSON,03026,FRANCE,46.47054,3.26291,3631
00406A,BEZENET BP,Bureau de Poste,,87 ROUTE NATIONALE,,,03170,BEZENET,03027,FRANCE,46.328382,2.847512,3631
00407A,BILLY AP,Agence postale communale,00526A,7 RUE DU CHATEAU,,,03260,BILLY,03029,FRANCE,46.236348,3.429021,3631
00409A,BOUCE AP,Agence postale communale,00526A,8 ROUTE DE SAINT GERAND DE VAUX,,,03150,BOUCE,03034,FRANCE,46.318283,3.492519,3631
